string,area-0x1F3E-0x7F27_1,May: {,},"はぁ‥‥何がなんだか、分か
らなくなってきたよ。",(sigh)...I don't get what's going on at all anymore.,,,
string,area-0x1F3E-0x7F51_1,Watabe: {,},"ああ、メイくんか‥。\n
すまんが、調べ物があるでの。\n
用は後にしてくれんかの。","Ahh, Miss May...\n
Sorry, but I got something I'm lookin' into. Wait a spell for whatever you need, will ya?",,,
string,area-0x1F3E-0x7F8F_1,Watabe: {,},"メイくんじゃろ？\n
すまんが、用は後にしてくれんかの","Miss May?\n
Sorry, but wait a spell for whatever you need, will ya?",,,
string,area-0x1F3E-0x7FBC_1,May: {,},ちょっと‥何があったの?!,Hey...What happened!?,,,
string,area-0x1F3E-0x7FDB_1,Navi: {,},"み、見てください!!\n
看板には血の跡までついてますよ！","L-look!\n
There are bloodstains on the sign!",,,
string,area-0x1F3E-0x800C_1,Navi: {,},間違いなく、血の跡ですよ。,Those are definitely bloodstains.,,,
string,area-0x1F3E-0x800C_3,Navi: {,},"出血量までは分かりませんが
‥血のついた手を、看板に叩きつけ
たような感じですね。","I can't tell how much bleeding there was, but...I get the sense that someone slapped a bloody hand against the sign.",,,
string,area-0x1F3E-0x806F_1,May: {,},"かなり大きい手形だね。\n
と、すると‥男性の、つまり榊さん
の手の跡かな‥？","It's a pretty big handprint.\n
So...it's a mark from a man's hand...Mr. Sakaki's...?",,,
string,area-0x1F3E-0x80AC_1,Navi: {,},"男物の普通の革靴ですね。\n
‥片方だけですが。","It's an ordinary men's shoe. Just one, though.",,,
string,area-0x1F3E-0x80DC_1,May: {,},柵も壊れてるね。,"The fence is broken, too.",,,
string,area-0x1F3E-0x80DC_3,May: {,},"何かの理由で柵が壊れて、バ
ランスを崩して落下‥‥。靴もその
時に脱げたんじゃないかな？","For some reason, the fence broke, and someone lost his balance and fell...Maybe his shoe come off then, too?",,,
string,area-0x1F3E-0x813A_1,Navi: {,},"男物の普通の革靴ですね。\n
‥片方だけしかありませんけど、こ
れも‥榊さんのでしょうか？","It's an ordinary men's shoe. There's only one, but...is this Mr. Sakaki's too?",,,
string,area-0x1F3E-0x817F_1,May: {,},"たぶん、ね。\n
ここの柵も壊れてるし‥‥。","That could be.\n
The fence here is broken, too...",,,
string,area-0x1F3E-0x817F_3,May: {,},"バランスを崩して落下した時
に、脱げたとも考えられるね。","It's conceivable that when he lost his balance and fell, the shoe came off.",,,
string,area-0x1F3E-0x81D4_1,May: {,},これは‥‥‥？,What's this...?,,,
string,area-0x1F3E-0x81EC_1,Navi: {,},"スーツじゃないですか。\n
鋭利な刃物で、ずたずたに裂かれて
ますけど。","It's a suit, isn't it?\n
But it's been cut to pieces with a sharp blade.",,,
string,area-0x1F3E-0x8225_1,May: {,},"そんな事は分かるよ。\n
ボクが気になったのは、これ！","I know that.\n
What was bothering me was this!",,,
string,area-0x1F3E-0x8252_1,Navi: {,},"し、支配人の榊さんじゃない
ですか！","I-isn't that Mr. Sakaki, the manager's!?",,,
string,area-0x1F3E-0x8252_3,Navi: {,},"状況から見れば、好ましくな
い事件に巻き込まれた可能性が‥。","From the look of things, he may have gotten wrapped up in a nasty incident...",,,
string,area-0x1F3E-0x82AE_1,May: {,},‥‥二人目の犠牲者、か。,"...A second victim, huh.",,,
string,area-0x1F3E-0x82D1_1,Navi: {,},"ほんとに‥榊さんが、犠牲者
なんでしょうか‥‥‥。",Is Mr. Sakaki really the victim...?,,,
string,area-0x1F3E-0x82FE_1,May: {,},"柵が壊れてる‥。\n
やっぱり、誰か落ちたのかな？","The fence is broken...\n
Did someone fall?",,,
string,area-0x1F3E-0x832A_1,May: {,},"柵が壊れてる‥。\n
榊さん‥ここから、落ちちゃったの
かな‥‥‥。","The fence is broken...\n
Did Mr. Sakaki...fall from here...?",,,
string,area-0x1F3E-0x835E_1,Watabe: {,},"ああ、メイくんか‥。\n
どうしたんじゃね？\n
そんなに血相を変えて。","Ahh, Miss May...\n
What's the matter? You're looking mighty flustered.",,,
string,area-0x1F3E-0x8394_1,Navi: {,},"そんな、のんきな事を言って
る場合じゃありません！",This is no time to be making idle chatter!,,,
string,area-0x1F3E-0x8394_3,Navi: {,},"榊さんが‥榊さんが、誰かに
襲われたかもしれないんですよ！",Mr. Sakaki...Mr. Sakaki may have been attacked by someone!,,,
string,area-0x1F3E-0x83EF_1,Watabe: {,},　[3x]\s<$01>なんじゃと？,[3x]\s<$01>What in the--?[1x],,,
string,area-0x1F3E-0x840D_1,Navi: {,},"天狗岩に、傷害事件の痕跡が
あったんです。",There were signs of an incident resulting in injury at Tengu Rock.,,,
string,area-0x1F3E-0x840D_3,Navi: {,},"遺留品を調査した結果‥どう
も、榊さんが被害者の様なんです。",From investigating the articles left there...it seems that Mr. Sakaki was the victim.,,,
string,area-0x1F3E-0x8473_1,Navi: {,},"そんな、のんきな事を言って
る場合じゃありません！",This is no time to be making idle chatter!,DUPE: F3146,,
string,area-0x1F3E-0x8473_3,Navi: {,},"天狗岩に、傷害事件の痕跡が
あったんですよ！",There were signs of an incident resulting in injury at Tengu Rock!,,,
string,area-0x1F3E-0x84CC_1,Navi: {,},"まだ被害者の身元は分かって
いませんが、現場には遺留品も残さ
れてました。","We don't know the victim's identity yet, but there were articles left behind at the scene.",,,
string,area-0x1F3E-0x850B_1,Watabe: {,},現場は、天狗岩じゃな?!,This happened at Tengu Rock!?,"NOTE: dialogue for talking to watabe as he runs off after the above conversation. pretty much no one would see this without trying; he runs off at your normal movement speed, so if you want to catch him, you have to start moving right away.",,
string,area-0x1F3E-0x8539_1,Watabe: {,},"メイくんの言うとおり‥事件
があった様じゃの。","As you say, Miss May...it looks like there's been an incident.",,,
string,area-0x1F3E-0x8566_1,,,"尋ねる\n
話す\n
立ち去る","Ask\n
Talk\n
Leave",,,
string,area-0x1F3E-0x8579_1,,,"被害者のこと\n
犯人のこと\n
尋ねない","About the victim\n
About the culprit\n
Don't ask",,,
string,area-0x1F3E-0x8594_1,,,"倉庫のこと\n
話さない","About the warehouse\n
Don't talk",,,
string,area-0x1F3E-0x85A5_1,,,"倉庫のこと\n
ずぶ濡れで戻った榊のこと\n
話さない","About the warehouse\n
About Sakaki coming back soaked\n
Don't talk",,,
string,area-0x1F3E-0x85C7_1,Watabe: {,},"被害者は、おそらく榊くんに
まちがいないじゃろう。",I can't deny Sakaki's probably the victim here.,,,
string,area-0x1F3E-0x85C7_3,Watabe: {,},"犯人と争った末に、足場が崩
れて崖下に落下したとしか考えられ
ん‥‥。","Only thing that makes sense is that after he tussled with the culprit, he lost his footing and fell to the bottom of the cliff...",,,
string,area-0x1F3E-0x8635_1,Navi: {,},こ、ここから落ちたなら‥。,I-if he fell from here...,,,
string,area-0x1F3E-0x8654_1,Watabe: {,},"‥生きておるはずがないじゃ
ろうな。\n
遺体の捜索も難しい‥‥。",...There's no way he'd've survived. Tracking down the body'll be tough...,,,
string,area-0x1F3E-0x868C_1,Watabe: {,},メイくんが言うとおりじゃ。,"Just like you said, Miss May.",,,
string,area-0x1F3E-0x868C_3,Watabe: {,},"血の手形は分からんとしても
他の遺留品は、間違いなく榊くんの
ものじゃ‥なぜ‥‥。","Even if I can't recognize the bloody handprint, the other items are all Sakaki's, no doubt about it...Why...?",,,
string,area-0x1F3E-0x86F1_1,Watabe: {,},"どういうことじゃ‥？\n
被害者は榊くんじゃ!!",What's the meaning of this...? The victim is Sakaki!,,,
string,area-0x1F3E-0x871F_1,May: {,},まさか?!,No way...!?,,,
string,area-0x1F3E-0x8735_1,Watabe: {,},"遺留品の服に、彼の名札がつ
いておったんじゃ。",These discarded clothes got his name tag on 'em.,,,
string,area-0x1F3E-0x8735_5,Watabe: {,},"それに‥この靴も、間違いな
く榊くんのもの‥‥じゃが、なぜ‥",What's more...this shoe is unquestionably Sakaki's. But why...?,,,
string,area-0x1F3E-0x879A_1,Watabe: {,},"遺留品と状況からでは、犯人
についての手がかりはないのぉ。",There's no clues 'bout the attacker from the situation or the items left here.,,,
string,area-0x1F3E-0x87D3_1,Watabe: {,},"‥‥‥なるほどの。\n
三本岬にそんな洞窟があったんじゃ
の。","...I see.\n
So there's a cave like that in Threewood Cape, is there?",,,
string,area-0x1F3E-0x87D3_3,Watabe: {,},"拳銃に麻薬とくれば、非合法
な取り引きと相場が決まっとるから
の‥。","If it's handguns and drugs we're looking at here, anybody'd tell you there's unlawful dealings involved...",,,
string,area-0x1F3E-0x87D3_5,Watabe: {,},"メイくんの言うとおり、武藤
くんは『組織』の秘密を知ったため
に、殺されたんじゃろう‥‥。","As you say, Miss May, young Mutou mighta been killed for learning the secrets of a `syndicate~...","NOTE: i'd just like to note that the syndicate doesn't seem to have a proper name; everyone always refers to it as ""soshiki"" (""[criminal] syndicate"") in quotation marks, the first instance being here. at first the references are generic in nature, like here -- ""a syndicate"", ""a big syndicate"" -- but by the time case 3 rolls around, we're clearly talking about a specific organization, ""the Syndicate"". though there's no change in the term used in the original language, I'll probably start capitalizing it for case 3 if not sooner.",,
string,area-0x1F3E-0x888C_1,Navi: {,},組織‥ですか？,A...syndicate?,,,
string,area-0x1F3E-0x88A7_1,Watabe: {,},"倉庫には、かなりの量の拳銃
や麻薬があったんじゃろ？","There were pistols and drugs aplenty in the warehouse, weren't there?",,,
string,area-0x1F3E-0x88A7_3,Watabe: {,},"そこまでの事をするには個人
の力ではムリじゃよ。",There'd be no pulling that off under just one person's power.,,,
string,area-0x1F3E-0x88A7_5,Watabe: {,},"間違いなく‥大きな『組織』
の力が関わっておるはずじゃ‥‥。",No doubt about it...there musta been a mighty syndicate's force behind it...,,,
string,area-0x1F3E-0x8940_1,Watabe: {,},"わしのカンじゃが‥立花くん
は、その『組織』を調べるために、
この島に来たんじゃないかの。",I got a feeling...I think Tachibana's showed up on this island to investigate that syndicate.,,,
string,area-0x1F3E-0x8940_3,Watabe: {,},"わしに会いに来たわけでは、
なかろうて‥‥。",So he didn't come to see me...,,,
string,area-0x1F3E-0x89B1_1,Watabe: {,},"そこまで調べあげたのか！\n
さすが、あの草薙の娘ごじゃの。\n
たいしたモンじゃ！","So you even looked into that! I shoulda figured, you being Kusanagi's girl and all. Excellent work!",,,
string,area-0x1F3E-0x89B1_5,Watabe: {,},"ほ‥‥もはや、わしの出る幕
はなさそうじゃ‥。",Whew...Sounds like there's no place for me in this anymore...,,,
string,area-0x1F3E-0x89B1_7,Watabe: {,},"あとの調査は、お前さんや立
花くんにまかせた方が良さそうじゃ
よ‥‥。",Think I'd best leave the rest of the investigating up to you and Tachibana...,,,
string,area-0x1F3E-0x8A54_1,Watabe: {,},"わしは、少しだけ気になる事
があるのでな。\n
もうしばらく、ここにおるよ。",I've got something's been bothering me a little. I'll stick around here for a spell.,,,
string,area-0x1F3E-0x8A54_3,Watabe: {,},"立花くんが帰ってきたら、あ
とは任せると伝えておいてくれるか
の。","When he gets back, wouldja tell Tachibana I'm leaving the rest to him?",,,
string,area-0x1F3E-0x8AC3_1,Ferryman: {,},いや、参った参った。,"Ah, geez, I give.",,,
string,area-0x1F3E-0x8AC3_3,Ferryman: {,},"あの刑事さんが、かなり強引
でな。",That's one pushy detective.,,,
string,area-0x1F3E-0x8AC3_5,Ferryman: {,},"まだ出港の時間でもなかった
のに『児島に戻れ！』だもんな。\n
むりやり出港させられたぜ。","Wasn't even time to set out yet and there he is, goin' `Back to Kojima!~. Forced me right outta the port.",,,
string,area-0x1F3E-0x8B4F_1,May: {,},　[2x]\s<$01>立花さん!!,[2x]\s<$01>Mr. Tachibana![1x],,,
string,area-0x1F3E-0x8B6C_1,Tachibana: {,},"メイ！\n
一体、どこに行っていたんだ。\n
ずいぶん探したぞ。","May!\n
Where the heck did you go? We searched all over.",,,
string,area-0x1F3E-0x8B9F_1,May: {,},"それどころじゃないって。\n
実はね‥‥‥‥‥‥‥‥‥‥‥‥‥
‥‥‥‥‥‥‥‥‥‥‥‥‥‥‥‥","There's no time for that!\n
See, what happened was...\n
.............................................\n
.............................................",NOTE: how many times have we done this dramatic それどころじゃない transition now? 4?,,
string,area-0x1F3E-0x8BDD_1,Tachibana: {,},‥‥‥なるほどな。,...Got it.,,,
string,area-0x1F3E-0x8BDD_3,Tachibana: {,},"密輸品の倉庫に榊の死‥ね。
まったくムチャしやがって。","A warehouse of smuggled goods, and Sakaki's death...Good grief, what happened to not doing anything stupid?",,,
string,area-0x1F3E-0x8BDD_5,Tachibana: {,},"‥が、よくやったぞ。\n
これで確実な証拠が見つかったわけ
だ。","...But you did good.\n
This means we've got surefire proof now.",,,
string,area-0x1F3E-0x8C5F_1,Navi: {,},証拠？どういう事です？,Proof? What do you mean?,,,
string,area-0x1F3E-0x8C7E_1,Tachibana: {,},"そうだな‥。\n
何から話したものかな。","Right...\n
Where do I start with this?",,,
string,area-0x1F3E-0x8CA5_1,,,立花の目的,Tachibana's goal,,,
string,area-0x1F3E-0x8CB2_1,,,立花の目的　　　組織の事,"Tachibana's goal
[sp]<$70>
The syndicate",,,
string,area-0x1F3E-0x8CC8_1,,,"立花の目的　　　組織の事\n
警察の事","Tachibana's goal
[sp]<$70>
The syndicate
\n

The police",,,
string,area-0x1F3E-0x8CE6_1,,,"立花の目的　　　組織の事\n
警察の事　　　　青年の事","Tachibana's goal
[sp]<$70>
The syndicate
\n

The police
[sp]<$70>
The young man",,,
string,area-0x1F3E-0x8D0D_1,,,"立花の目的　　　組織の事\n
警察の事　　　　青年の事\n
老婆の事","Tachibana's goal
[sp]<$70>
The syndicate
\n

The police
[sp]<$70>
The young man
\n

The old woman",,,
string,area-0x1F3E-0x8D3C_1,,,"立花の目的　　　組織の事\n
警察の事　　　　青年の事\n
老婆の事　　　　捜査の再開","Tachibana's goal
[sp]<$70>
The syndicate
\n

The police
[sp]<$70>
The young man
\n

The old woman
[sp]<$70>
Resume investigation",,,
string,area-0x1F3E-0x8D76_1,Tachibana: {,},"もう１０年にもなるかな。\n
ある『組織』の存在が明らかになっ
た。",Has it been ten years now? It became clear that a certain `syndicate~ existed.,,,
string,area-0x1F3E-0x8D76_3,Tachibana: {,},"武器や麻薬、盗掘品を主とす
る非合法な取り引きで、莫大な利益
を得ている組織でな。","They're a syndicate reaping vast profits from unlawful dealings centered on weapons, drugs, and stolen artifacts.",,,
string,area-0x1F3E-0x8D76_5,Tachibana: {,},"何度も捜査が行われたが‥。
残念ながら、何も分からなかった。","Investigations have been carried out over and over...but unfortunately, they've never turned anything up.",,,
string,area-0x1F3E-0x8D76_9,Tachibana: {,},"だが先日、この島に『組織』
に関係する何かがある事が分かって
な。","But a few days ago, I learned that there's something related to the syndicate on this island.",,,
string,area-0x1F3E-0x8D76_11,Tachibana: {,},"おれは、それを調べるために
来たって訳だ。","So, I came here to investigate it.",,,
string,area-0x1F3E-0x8E9C_1,Tachibana: {,},"武器や麻薬などの非合法な取
り引きで、利益を得ている『組織』
がある。","There's a syndicate reaping profits from unlawful dealings in weapons, drugs, and the like.","NOTE: for some reason, every option in this conversation has a ""long"" version used the first time it's picked and a short ""summary"" version used if it's selected again. why they bothered, i don't know.",,
string,area-0x1F3E-0x8E9C_3,Tachibana: {,},"その調査をするために、この
島に来たわけだ。","So, I came to this island to investigate them.",,,
string,area-0x1F3E-0x8F0C_1,Tachibana: {,},"これまでの捜査で捕まったの
は、全て雑魚ばかりでな。\n
ほとんど分かっていないのが実情だ","Up to now, the investigation's caught nothing but grunts. As things stand, we barely know anything.",,,
string,area-0x1F3E-0x8F0C_5,Tachibana: {,},"だが、メイの見つけた倉庫が
状況を大きく前進させるかもしれん
ほんとうに、よくやったぞ。","But May, the warehouse you found could push the situation way forward. Seriously, you did good.",,,
string,area-0x1F3E-0x8F9B_1,Tachibana: {,},"ほとんど何も分かってないの
が実情だが、メイの見つけた倉庫が
状況を大きく前進させるかもしれん","As things stand, we barely know anything, but the warehouse you found could push the situation way forward.",,,
string,area-0x1F3E-0x8FE8_1,Navi: {,},"以前に、『警察はあてにでき
ない』って言ってましたよね。","Earlier, you told us, `We can't rely on the police,~ right?",,,
string,area-0x1F3E-0x901C_1,Tachibana: {,},"‥あまり、言いたくなかった
んだがな。","...Well, I didn't really want to say it.",,,
string,area-0x1F3E-0x901C_3,Tachibana: {,},"殺された青年の父である武藤
刑事。","The murdered man's father, Detective Mutou...",,,
string,area-0x1F3E-0x901C_5,Tachibana: {,},"それからメイ、お前の父であ
る草薙刑事も、『組織』の調査中に
命を落としている。","And May, your father, Detective Kusanagi, too[nbsp]-- they both lost their lives investigating the syndicate.",,,
string,area-0x1F3E-0x90B4_1,May: {,},"え？\n
‥で、でも‥お父さんは自殺‥。","Huh?\n
...B-but...my father committed suicide...",,,
string,area-0x1F3E-0x90DC_1,Tachibana: {,},どうだかな‥。,"A likely tale, that...",,,
string,area-0x1F3E-0x90DC_3,Tachibana: {,},"とにかく、武藤刑事の例を見
る限り、『組織』に対する捜査状況
が漏れている様子でな。","In any event, as far as I can tell from the case of Detective Mutou, the state of the investigation into the syndicate is being leaked.",,,
string,area-0x1F3E-0x90DC_5,Tachibana: {,},"おそらく警察内部に『組織』
に関わっている者がいるんだろう。",There's probably someone inside the police who's connected to the syndicate.,,,
string,area-0x1F3E-0x917C_1,Tachibana: {,},"７年前‥武藤刑事は『組織』
の連中に撃たれた。",Seven years ago...Detective Mutou was attacked by members of the syndicate.,,,
string,area-0x1F3E-0x917C_3,Tachibana: {,},"その時の状況から見ても、武
藤の捜査状況が『組織』に漏れてい
た事は明らかなんだ。",The situation at that time alone makes it clear that the state of Mutou's investigation was leaked to the syndicate.,CHECK,,
string,area-0x1F3E-0x917C_7,Tachibana: {,},"つまり‥警察内部に『組織』
に関わっている者がいる事になる。",In other words...that means there's someone in the police with connections to the syndicate.,,,
string,area-0x1F3E-0x9237_1,Tachibana: {,},"殺された武藤くんの父が、７
年前に『組織』に殺された事は理解
してるな？","You understand that the father of Mutou, the murder victim, was killed by the syndicate seven years ago, right?",,,
string,area-0x1F3E-0x9237_3,Tachibana: {,},"大島で彼の家を調べてみたん
だが、面白いことに『組織』の調査
レポートが見つかったんだ。","I took a look into his house on Ohshima, and interestingly, I turned up an investigation report on the syndicate.",,,
string,area-0x1F3E-0x9237_5,Tachibana: {,},"何かのきっかけで、父の死の
原因を知り‥、復讐のために独自に
調査を続けてきたんだろう‥‥。","Probably, some sort of impetus led him to learn the cause of his father's death...and he continued the investigation himself, seeking revenge.",,,
string,area-0x1F3E-0x9311_1,Tachibana: {,},"大島の彼の家を調べてきたん
だが、独自に調べたらしい『組織』
の調査レポートが発見されたんだ。","I looked into his house on Ohshima, and found an investigation report on the syndicate that seems to show he investigated them himself.",,,
string,area-0x1F3E-0x9311_3,Tachibana: {,},"おそらく、父が『組織』に殺
された事を知って、復讐を果たそう
としていたんだろう‥‥。","Most likely, he learned his father had been killed by the syndicate and was trying to get revenge...",,,
string,area-0x1F3E-0x93A8_1,Tachibana: {,},"老婆の事で分かったのは１つ
だけだ。",I only found out one thing about the old woman.,,,
string,area-0x1F3E-0x93A8_3,Tachibana: {,},"殺された武藤くんは、４カ月
前に初めて大島に来た。","Mutou, the murdered man, first came to Ohshima four months ago.",,,
string,area-0x1F3E-0x93A8_5,Tachibana: {,},"その時に背の低い老婆と一緒
だったらしい。",It seems he was accompanied by a short old woman at the time.,,,
string,area-0x1F3E-0x93A8_7,Tachibana: {,},"二人で児島に渡り、武藤くん
だけが戻ってきて、大島で暮らして
いたらしい。","They crossed over to Kojima together, and Mutou alone returned, dwelling on Ohshima.",,,
string,area-0x1F3E-0x9471_1,Navi: {,},"４カ月前‥それじゃお婆さん
は、この島で暮らしてるって事じゃ
ないですか?!",Four months ago...Then doesn't that mean the old woman has been living on this island!?,,,
string,area-0x1F3E-0x94AE_1,Tachibana: {,},"武藤くんが大島に来たのは、
４カ月前だ。\n
その時に老婆と一緒だったらしい。",Mutou came to Ohshima four months ago. It seems he was accompanied by the old woman at the time.,,,
string,area-0x1F3E-0x94AE_3,Tachibana: {,},"そして二人で児島に渡った後
大島に戻ってきたのは、武藤くんだ
けだ。","Then, after the two of them crossed over to Kojima, the only one to return to Ohshima was Mutou.",,,
string,area-0x1F3E-0x952F_1,Tachibana: {,},"今後の捜査のポイントは、榊
と老婆だろうな。",The points to investigate from here on out are most likely Sakaki and the old woman.,,,
string,area-0x1F3E-0x952F_3,Tachibana: {,},"物証はないが、榊がずぶ濡れ
で戻ってきたという話が本当なら、
武藤くんを殺したのは、榊だろう。","There's no material evidence, but if it's true that Sakaki came back soaking wet, the one that killed Mutou was probably him.",,,
string,area-0x1F3E-0x952F_5,Tachibana: {,},"あとは、老婆と事件の関係が
分かればな。",What's left is to find out what the old woman has to do with the case.,,,
string,area-0x1F3E-0x95D5_1,Tachibana: {,},"なるほどね。\n
あの洞窟が『組織』の倉庫になって
いるのか‥‥。","I see.\n
So that cave is a warehouse for the syndicate...",,,
string,area-0x1F3E-0x960D_1,Tachibana: {,},　[3x]\s<$01>渡部さん!!,[3x]\s<$01>WATABE![1x],,,
string,area-0x1F3E-0x962C_1,May: {,},ど、どうして‥。,Wh-why...?,,,
string,area-0x1F3E-0x9644_1,Navi: {,},"まだ息があります！\n
急いで手当てをすれば、助かるかも
しれません！","He's still breathing!\n
He might make it if he gets medical attention!",,,
string,area-0x1F3E-0x967A_1,Motoko: {,},"わ、わたし、船頭さんを呼ん
でくる！",I...I'll call the ferryman!,,,
string,area-0x1F3E-0x96A1_1,Tachibana: {,},"警部！\n
しっかりしてください！",Inspector! Pull yourself together!,,,
string,area-0x1F3E-0x96C4_1,Navi: {,},"意識を失ってます。\n
あまり動かさないで下さい。","He's lost consciousness.\n
Don't move him too much.",,,
string,area-0x1F3E-0x96F8_1,,,"周囲　　　　　　立花の様子\n
渡部の様子　　　渡部の傷","Surroundings
[sp]<$70>
Tachibana
\n

Watabe
[sp]<$70>
Watabe's wound",,,
string,area-0x1F3E-0x971E_1,,,"周囲　　　　　　立花の様子\n
渡部の様子　　　渡部の傷\n
封筒","Surroundings
[sp]<$70>
Tachibana
\n

Watabe
[sp]<$70>
Watabe's wound
\n

Envelope",,,
string,area-0x1F3E-0x9749_1,Navi: {,},"凶器が見あたりませんね。\n
犯人の手がかりになりそうなものも
見つかりません。","There's no weapon to be found. There doesn't seem to be anything that would be a clue as to the culprit, either.",,,
string,area-0x1F3E-0x9749_3,Navi: {,},"‥この状況では自殺か他殺か
もハッキリしませんね。",It's not clear from the situation whether it's a suicide or a murder.,,,
string,area-0x1F3E-0x97B3_1,May: (,),"かなり動転してる。\n
いつもの立花さんらしくないけど‥
‥ムリないか。",He's pretty shaken. That's not like Mr. Tachibana...but it's understandable.,,,
string,area-0x1F3E-0x97E9_1,May: {,},"ボクたちと別れてから、そん
なに時間がたってないのに‥。",It hadn't even been that long since we left him...,,,
string,area-0x1F3E-0x9818_1,Navi: {,},"事件とは、突然おこるもので
すよ。",So the incident occurred suddenly.,,,
string,area-0x1F3E-0x9818_3,Navi: {,},"ところで、渡部さん‥何か手
に持っていませんか？",By the way...isn't Mr. Watabe holding something in his hand?,,,
string,area-0x1F3E-0x9869_1,Navi: {,},"鋭利な刃物で一突きですね。
傷は深いですが、致命傷ではありま
せん。","There's one stab from a sharp blade. The wound is deep, but it's not a fatal injury.",,,
string,area-0x1F3E-0x9869_3,Navi: {,},"他殺だとしたら、犯人は何故
とどめをささなかったのでしょう？","If it's a murder, why didn't the killer deliver the finishing blow?",,,
string,area-0x1F3E-0x98DB_1,Tachibana: {,},"‥‥自殺ならば、凶器はどこ
にある？","...And if it's a suicide, where's the weapon?",,,
string,area-0x1F3E-0x98DB_3,Tachibana: {,},"海に投げ捨てる余裕があるな
ら、ここまで深い傷はつくれん‥。",You can't make a wound this deep and have enough left in you to throw it in the ocean...,CHECK,,
string,area-0x1F3E-0x9938_1,,,"壊れた信号の中には、\n
必ず意味がある。\n
　　　　　　　　　　渡部","In the broken signal, you will surely find meaning.\n
#SETPADANDCENTER(112, 112)
Watabe
#DISABLEPADANDCENTER()","NOTE: this letter is insta-printed, even though the previous one was not. don't ask me why.",,
string,area-0x1F3E-0x9962_1,Navi: {,},達筆ですね。,What skillful penmanship.,,,
string,area-0x1F3E-0x997C_1,May: {,},"ナ、ナビ‥‥。\n
こんな時に緊張感をそがないで‥。",N-Navi...Don't lower the tension at a time like this...,,,
string,area-0x1F3E-0x99AA_1,Navi: {,},"あ、いえ、そんなつもりじゃ
なかったんです。","Ah, no, I didn't mean it like that.",,,
string,area-0x1F3E-0x99AA_3,Navi: {,},"しかし‥メイあてになってま
すけど、心あたりあります？","But...he's relying on you, May, so do you have any idea about this?",CHECK,,
string,area-0x1F3E-0x99FA_1,May: {,},"ないよ！\n
何かの‥暗号だと思うけど‥‥。","No! I think it's...some kind of code, but...",,,
string,area-0x1F3E-0x9A23_1,Ferryman: {,},"　[2x]\s<$01>うおぅ!![1x]\s<$03>\n
\n
こりゃヒデぇ。","[2x]\s<$01>WHOA!![1x][br3]
[br3]
That ain't good.",,,
string,area-0x1F3E-0x9A4B_1,Tachibana: {,},"大島の病院まで頼む。\n
すまんが、素子も一緒に行ってくれ
おれとメイで捜査を続ける。","Get him to the hospital in Ohshima. Sorry, but you go with him, Motoko. Me and May will continue the investigation.",,,
string,area-0x1F3E-0x9A94_1,May: {,},"‥‥立花さんも、行かなくて
よかったの？","...Mr. Tachibana, is it really okay for you not to go?",,,
string,area-0x1F3E-0x9ABA_1,Tachibana: {,},"おれは刑事だ。\n
‥どんな時も、事件解決を第一に目
指せ。あの人は‥そう教えてくれた","I'm a detective.\n
...Work toward solving the case at all times. That man...that's what he taught me.",,,
string,area-0x1F3E-0x9ABA_3,Tachibana: {,},"さ、行くぞ。\n
渡部警部の残した暗号が、大きなカ
ギになっているはずだ。","Okay, let's go.\n
The code Inspector Watabe left should be a crucial key.",,,
string,area-0x1F3E-0x9B3C_1,May: {,},"\c<$0C>壊れた信号\c<$0F>‥って、まさか‥
この無線機の事？",The \c<$0C>broken signal\c<$0F>...Could he mean...this radio transceiver?,,,
string,area-0x1F3E-0x9B6C_1,Navi: {,},"渡部さんが、この中に何かを
隠したんでしょうか？",Could Mr. Watabe have hidden something in this?,,,
string,area-0x1F3E-0x9B99_1,May: {,},開けてみるよ。,I'll try opening it.,,,
string,area-0x1F3E-0x9BB1_1,Navi: {,},手紙‥ですね。,It's...a letter.,,,
string,area-0x1F3E-0x9BCB_1,May: {,},"この無線機に何かが隠されて
るの？",Is something hidden in this radio transceiver?,"NOTE: alternate version of scene, shown if you keep selecting the ""view code"" option until navi gets fed up and just tells you the answer",,
string,area-0x1F3E-0x9BF0_1,Navi: {,},そう思いますよ。,That's what I think.,,,
string,area-0x1F3E-0x9C09_1,Hotel Worker: {,},"\c<$0C>港のすぐ西\c<$0F>の浜辺が穴
場ですよ。",The beach \c<$0C>just west of the harbor\c<$0F> is a hidden gem.,DUPE: F2915,,
string,area-0x1F3E-0x9C09_3,Hotel Worker: {,},"岩場で囲まれてまして
ちょっと分かりにくい所にあります
けど。","It's surrounded by rocks and a little hard to spot, though.",DUPE: F2916,,
string,area-0x1F3E-0x9C6D_1,Navi: {,},"三本岬ですか‥なるほどです
ねぇ。",Threewood Cape...I see now.,DUPE: F2970,,
string,area-0x1F3E-0x9C6D_3,Navi: {,},"どうやったら、こんなに奇妙
な形に育つんでしょう。",I wonder what happened to make them grow in this bizarre shape?,NOTE: dupe of 2971 except with period instead of question mark,,
string,area-0x1F3E-0x9CC9_1,,,"セーブ　　　　　人物\n
設定　　　　　　地図\n
暗号を見る　　　コマンド終了","Save
[sp]<$70>
Characters
\n

Settings
[sp]<$70>
Map
\n

View Code
[sp]<$70>
Close Commands",,,
string,area-0x1F3E-0x9CF5_1,,,セーブしました。,Saved.,DUPE: F138,,
